title,year,length,budget,rating,votes,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
Aardvark,2010,80,,6.1,56,,0,0,0,0,0,0,0
Aardvark'd: 12 Weeks with Geeks,2005,80,,6.6,42,,0,0,0,0,1,0,0
Aarekti Premer Golpo,2010,128,,7,111,,0,0,0,1,0,0,0
Aargh,2010,13,,7.5,20,,0,1,1,1,0,0,1
Aarhus,2005,28,,6.8,22,,0,0,0,0,1,0,1
Aaria,1997,16,,6.2,6,,0,0,0,1,0,0,1
Aarohanam,2012,90,,7,85,,0,0,0,1,0,0,0
Aaron Burr, Part 2,2012,9,,6.9,24.5,,0,0,1,1,0,0
Aaron Cohen's Debt,1999,96,,7.1,48,,0,0,0,1,0,0,0
Aaron Gillespie Will Make You a Star,1996,94,,6.4,18,,0,0,1,1,0,0,0
Aaron Jenkins: La Leyenda,2012,17,,9,12,,0,0,0,1,0,0,1
Aaron Loves Angela,1975,99,,5.5,128,,0,0,1,1,0,1,0
Aaron Slick from Punkin Crick,1952,95,,5.4,89,,0,0,0,0,0,0,0
Aaron's Consent,2014,5,,8,18,,0,0,0,1,0,0,1
Aaron's House,2012,88,,5,58,,0,0,0,0,0,0,0
Aaron... Albeit a Sex Hero,2009,82,,4.7,110,,1,0,1,0,0,0,0
Aarop,1974,129,,8.2,6,,0,0,0,1,0,0,0
Aarti,1962,156,,7.7,38,,0,0,0,0,0,1,0
Aaru Sundarimaarude Katha,2013,150,,4.3,20,,0,0,0,1,0,0,0
Aarzoo,1999,175,,5.5,907,,1,0,0,1,0,1,0
Aasai,1995,145,,7.6,625,,0,0,0,1,0,1,0
Aasai Mugam,1965,145,,7.1,13,,0,0,0,0,0,0,0
Aasef ala el-iz'ag,2008,120,,8,1978,,0,0,1,1,0,1,0
Aasha,1957,171,,6.7,15,,0,0,1,0,0,1,0
Aashayein,2010,120,,7.2,909,,0,0,1,1,0,0,0
Aashiq,1962,150,,6.8,37,,0,0,0,0,0,1,0
Aashiq,2001,160,,3.7,240,,1,0,0,1,0,1,0
Aashiq Banaya Aapne: Love Takes Over,2005,115,,4.2,1000,,0,0,0,1,0,1,0
Aashiq Hoon Baharon Ka,1977,136,,5.6,68,,0,0,0,0,0,1,0
Aashiqui,1990,152,,6.3,1123,,0,0,0,1,0,1,0
Aashiqui 2,2013,132,,7,20185,,0,0,0,1,0,1,0
Aashiqui.in,2011,109,,3.8,51,,0,0,0,1,0,1,0
Aashiqui: True Love,2015,160,,5.9,16,,1,0,0,0,0,1,0
Aashirwad,1968,146,,7.1,126,,0,0,0,1,0,0,0
Aashmani Jawaharat,2014,132,,7.6,7,,0,0,0,1,0,0,0
Aashpordha,2011,14,,7.5,34,,0,0,1,1,0,0,1
Aasra,1966,161,,7.5,22,,0,0,0,1,0,0,0
Aasra Pyaar Da,1983,150,,8.1,21,,0,0,0,1,0,0,0
Aasroy,2000,120,,7.5,6,,0,0,0,1,0,0,0
Aastha: In the Prison of Spring,1997,132,,6.5,130,,0,0,0,1,0,0,0
Aatadista,2008,146,,4.7,90,,1,0,1,1,0,1,0
Aatagara,2015,129,,8.4,343,,0,0,0,0,0,1,0
Aatamin puvussa - ja vhn Eevankin...,1940,77,,5.1,91,,0,0,1,0,0,0,0
Aatamin puvussa ja vhn Eevankin,1931,104,,5.1,20,,0,0,1,0,0,0,0
Aatamin puvussa... ...ja vhn Eevankin,1971,88,,6,137,,0,0,1,0,0,0,0
Aatank,1996,113,,4.2,54,,0,0,0,0,0,0,0
Aatham tefl fel alam,1975,91,,4.2,9,,0,0,1,1,0,1,0
Aatish: Feel the Fire,1994,155,,5.8,511,,1,0,0,1,0,1,0
Aatma,2013,94,2000000,3.7,439,,0,0,0,1,0,0,0
Aatomik ja jmmid,1970,10,,4.9,10,,0,1,0,0,0,0,1
Aatsinki: The Story of Arctic Cowboys,2013,84,,6.8,43,,0,0,0,0,1,0,0
Aau fung yee,2000,82,,4.8,12,,0,0,0,0,0,0,0
Aavanazhi,1986,156,,7,131,,1,0,0,0,0,0,0
Aavida Maa Aavide,1998,153,,6.7,91,,0,0,0,0,0,1,0
Aavishkar,1974,107,,7.1,116,,0,0,0,1,0,1,0
Aaya Vada Sutta Kathai,2015,111,,5.8,6,,0,0,1,0,0,0,0
Aayesh,2010,28,,8.3,76,,0,0,0,1,0,0,1
Aayiram Kannukal,1986,121,,6.6,8,,0,0,0,0,0,0,0
Aayirathil Oruvan,2009,138,,6.7,143,,0,0,0,1,0,0,0
Aayirathil Oruvan,2010,142,,7.5,1820,,1,0,0,0,0,0,0
Aayna Ka Bayna,2012,94,,5.8,39,,0,0,0,0,0,0,0
Aayushkalam,1992,132,,6.8,112,,0,0,1,1,0,0,0
Aaz Ashab,2009,91,,5.4,15,,0,0,0,1,0,1,0
Aazaan,2011,125,,4.5,281,,1,0,0,1,0,0,0
Ab,2013,67,,5.1,17,,0,0,0,0,0,0,0
Ab Aeterno,2010,5,,5,7,,0,0,0,0,0,0,1
Ab Dilli Dur Nahin,1957,133,,7.9,47,,0,0,0,1,0,0,0
Ab Morgen,2011,24,,6.9,7,,0,0,0,1,0,0,1
Ab Tak Chhappan,2004,129,,8,4314,,0,0,0,1,0,0,0
Ab Tak Chhappan 2,2015,106,,5.8,750,,1,0,0,0,0,0,0
Ab Tumhare Hawale Watan Saathiyo,2004,193,,4.4,897,,1,0,0,1,0,1,0
Ab heute erwachsen,1985,92,,6.9,11,,0,0,1,1,0,1,0
Ab ins Paradies,2000,90,,7,42,,0,0,1,0,0,0,0
Ab morgen sind wir reich und ehrlich,1976,82,,5,22,,0,0,1,0,0,0,0
Ab nach Tibet!,1994,128,,6.1,18,,0,0,0,0,0,0,0
Ab ovo,2012,5,,6.6,15,,0,1,0,0,0,0,1
Ab ovo/homoknyomok,1987,7,,6.8,35,,0,1,0,0,0,0,1
Ab va Atash,2001,89,,6.3,201,,0,0,0,1,0,0,0
Ab-,2013,10,,6.6,5,,0,0,0,1,0,0,1
Ab... Bas!,2004,137,,3.2,44,,0,0,0,0,0,0,0
AbUSed: The Postville Raid,2010,96,,7.5,15,,0,0,0,0,1,0,0
Abaabi ba boda boda,2015,85,,6.4,13,,0,0,0,1,0,0,0
Abachurina Post Office,1973,114,,8,10,,0,0,0,0,0,0,0
Abacuc,2014,82,,7.8,6,,0,0,1,1,0,0,0
Abad va yek rooz,2016,115,,8.3,687,,0,0,0,1,0,0,0
Abadan,2004,82,,7.8,27,,0,0,0,1,0,0,0
Abadan lam nofarekoh,2005,28,,8.1,7,,0,0,0,0,1,0,1
Abadani-Ha,1994,93,,7.3,36,,0,0,0,1,0,0,0
Abai,1995,139,,4.7,7,,0,0,0,1,0,0,0
Abaidha,2002,114,,7.5,17,,0,0,0,1,0,0,0
Abajee,2007,15,27000,7.1,8,,0,0,0,1,0,0,1
Abajo el teln,1955,106,,6.9,125,,0,0,1,1,0,0,0
Aballay, el hombre sin miedo,2010,103,,6,14.5,R,1,0,0,1,0,0
Aban and Khorshid,2014,13,,5.3,173,,0,0,0,1,0,0,1
Abandon,2002,99,25000000,4.9,7905,PG-13,0,0,0,1,0,1,0
Abandon,2004,15,25000,7.1,12,,0,0,0,0,0,0,1
Abandoned,1949,78,,6.8,134,,0,0,0,1,0,1,0
Abandoned,2005,4,0,5.4,8,,0,0,0,0,0,0,1
Abandoned,2010,3,,5,4646,PG-13,1,0,0,1,0,0,1
Abandoned,2011,9,,8.4,5,,0,0,0,1,1,0,1
Abandoned Eden,2004,20,,5.5,6,,0,0,0,1,0,0,1
Abandoned Goods,2014,37,,7.9,16,,0,0,0,0,1,0,1
Abandoned House,2007,75,,4.8,13,,0,0,0,0,0,0,0
Abandoned Souls,2010,105,,3.4,96,,0,0,0,1,0,0,0
Abandoned in Space,2012,22,,8.6,8,,0,0,1,0,0,0,1
Abandoned in the Dark,2014,83,,5.8,75,,0,0,0,0,0,0,0
Abandoned?,2013,65,,8.9,16,,0,0,0,0,1,0,0
Abang,1981,105,,8.4,16,,0,0,1,1,0,0,0
Abang Long Fadil,2014,107,,7.6,17,,1,0,0,0,0,0,0
Abar,1977,102,,3.9,283,,1,0,0,1,0,0,0
Abar Aranye,2003,123,,6,100,,0,0,0,1,0,0,0
Abar Asbo Phire,2004,160,,7.6,17,,0,0,0,1,0,0,0
Abar Byomkesh,2012,102,,6.9,420,,0,0,0,0,0,0,0
Abare Gemon,1966,101,,6.8,59,,1,0,0,1,0,0,0
Abaron,2009,83,,9.2,5,,0,0,0,0,0,0,0
Abarten der krperlichen Liebe,1970,97,,4.9,10,,0,0,0,1,0,0,0
Abashiri Bangaichi,1965,92,,7,115,,0,0,0,1,0,0,0
Abashiri Bangaichi: Nangoku no Taiketsu,1966,88,,6.2,6,,0,0,0,0,0,0,0
Abashiri bangaichi: Bky hen,1965,89,,6.7,22,,1,0,0,0,0,0,0
Abashiri bangaichi: Fubuki no ts,1967,88,,7,10,,1,0,0,0,0,0,0
Abashiri bangaichi: Kett reika 30 do,1967,88,,6.6,5,,1,0,0,0,0,0,0
Abat,2011,93,,5.8,32,,0,0,0,0,0,0,0
Abat-jour,1988,86,,3.4,18,,0,0,0,0,0,0,0
Abatjour 2,1990,100,,5.9,13,,0,0,0,0,0,1,0
Abattoir,2016,98,,6.5,35,,0,0,0,0,0,0,0
Abba,2011,93,,6.8,13,,0,0,0,0,1,0,0
Abba Ganuv,1987,87,,6,110,,0,0,1,1,0,0,0
Abba Ganuv II,1989,89,,5.7,63,,0,0,1,1,0,0,0
Abba Ganuv III,1991,83,,5.3,58,,0,0,0,1,0,0,0
Abba Shahor Lavan,2003,90,,7.9,11,,0,0,0,1,0,0,0
Abba! A Hudgi,1959,190,,7.8,5,,0,0,0,0,0,0,0
Abbajan,1994,125,,6.5,6,,0,0,0,1,0,0,0
Abbandono,1970,35,,7,7,,0,0,0,0,0,0,1
Abbas Kiarostami: A Report,2013,83,,5,19,,0,0,0,0,1,0,0
Abbas Kiarostami: The Art of Living,2003,55,,8.1,20,,0,0,0,0,1,0,0
Abbas yolcu,1959,94,,7.1,19,,0,0,1,0,0,0,0
Abbasso la miseria!,1945,90,,6.6,77,,0,0,0,1,0,0,0
Abbasso la ricchezza!,1946,85,,6.9,93,,0,0,0,1,0,0,0
Abbasso tutti, viva noi,1974,90,,3.8,0,,0,0,0,0,0,0
Abbey of Thelema,2007,80,2600000,4.5,71,,0,0,1,1,0,0,0
Abbiamo solo fatto l'amore,1998,80,,5.7,32,,0,0,1,0,0,0,0
Abbie,2010,8,,7.5,11,,0,1,1,0,0,0,1
Abbie Cancelled,2009,16,,8,21,,0,0,1,0,0,0,1
Abbie Down East,2002,26,,7.7,20,,0,0,0,1,0,0,1
Abbie Girl Spy: Timepiece,2005,87,60000,9.2,6,,0,0,0,0,0,0,0
Abbitte eines Mrders,2013,20,,6.9,10,,0,0,0,1,0,0,1
Abbot's Approach,2000,65,,8.2,5,,0,0,0,1,0,0,0
Abbott Farm,2007,15,,8.8,23,,0,0,0,0,0,0,1
Abbott and Costello Go to Mars,1953,81,754000,6.4,2479,,0,0,1,0,0,0,0
Abbott and Costello Meet Captain Kidd,1952,75,450000,6.5,1697,,0,0,1,0,0,1,0
Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,1953,80,,6.7,3232,,0,0,1,0,0,0,0
Abbott and Costello Meet the Invisible Man,1951,86,627000,7,3516,,0,0,1,0,0,0,0
Abbott and Costello Meet the Keystone Kops,1955,85,743000,7.1,1760,,0,0,1,0,0,0,0
Abbott and Costello Meet the Killer, Boris Karloff,1949,88,686000,7.1,14.5,,0,0,1,0,0,0
Abbott and Costello Meet the Mummy,1955,83,738000,6.5,3820,,1,0,1,0,0,0,0
Abbott and Costello in the Foreign Legion,1950,85,735000,6.8,2280,,0,0,1,0,0,0,0
Abbrevs.,2011,6,0,8.5,8,,0,0,1,0,0,0,1
Abbronzatissimi,1991,96,,4.1,246,,0,0,1,0,0,0,0
Abbronzatissimi 2 - Un anno dopo,1993,105,,3.5,139,,0,0,0,0,0,0,0
Abbuzze! Der Badesalz Film,1996,95,,6.6,716,,0,0,1,0,0,0,0
Abby,1974,89,400000,5.7,544,,0,0,0,0,0,0,0
Abby,2008,12,0,8,11,,0,0,0,1,0,0,1
Abby 79,2011,20,500000,9.6,5,,0,0,0,1,0,0,1
Abby Sen,2015,128,,8.1,32,,0,0,1,1,0,0,0
Abby Singer,2003,79,1500,4.8,137,,0,0,1,1,0,0,0
Abby Singer/Songwriter,2015,75,,5.5,11,,0,0,1,0,0,0,0
Abby in the Summer,2014,78,4500000,3.2,211,R,0,0,0,1,0,1,0
Abderrahman,2013,22,,6,6,,0,0,0,0,1,0,1
Abdlhamit dserken,2003,121,1000000,5.8,466,,0,0,0,1,0,0,0
Abduct,2016,110,,7,316,,0,0,0,0,0,0,0
Abduct Me!,2011,9,0,7.5,22,,0,0,1,0,0,0,1
Abducted,1986,90,,5.1,214,,0,0,0,1,0,0,0
Abducted,1994,2,,3.8,16,,0,1,0,0,0,0,1
Abducted,2014,80,3000000,3.8,288,,1,0,0,0,0,0,0
Abducted II: The Reunion,1995,92,,3.5,127,,1,0,0,0,0,0,0
Abduction,1975,95,,5.2,138,,0,0,0,1,0,0,0
Abduction,2009,108,500000,3.5,172,,0,0,0,0,0,0,0
Abduction of Figaro,1984,144,,7.7,59,,0,0,1,0,0,0,0
Abduction of an American Playgirl,1975,71,,6.1,16,,0,0,0,0,0,0,0
Abduction: The Megumi Yokota Story,2006,85,,7.9,171,,0,0,0,0,1,0,0
Abdul & Hamza,2015,50,,7.9,25,,0,0,0,0,1,0,0
Abdul Loves Cleopatra,2005,113,10000,4.6,12,,0,0,0,0,0,0,0
Abdul the Damned,1935,79,,6.6,46,,0,0,0,1,0,0,0
Abdulla the Great,1955,103,,4.6,12,,0,0,1,0,0,0,0
Abdulladzhan, ili posvyashchaetsya Stivenu Spilbergu,1991,89,,6.7,24.5,,0,0,1,0,0,0
Abdullah,1980,136,,6.4,124,,1,0,0,1,0,0,0
Abdullah,2014,13,,5.4,19,,0,0,0,1,0,0,1
Abdullah,2015,97,73000,8.1,14,,0,0,0,1,0,0,0
Abdullah Ibrahim: A Struggle for Love,2005,58,,7.8,5,,0,0,0,0,1,0,0
Abe,2013,9,,6.8,997,,0,0,0,0,0,0,1
Abe Lincoln in Illinois,1940,110,,7.5,1306,,0,0,0,1,0,0,0
Abe Lincoln: Freedom Fighter,1978,54,,3.9,14,,0,0,0,0,0,0,0
Abe Makes a Movie,2015,102,,8,8,,0,0,1,0,0,0,0
Abe Sada: Saigo no nanokakan,2011,70,,6.4,30,,0,0,0,1,0,0,0
Abe ichizoku,1938,109,,5.4,5,,0,0,0,0,0,0,0
Abe's Manhood,2000,15,,6,25,,0,0,0,0,0,0,1
Abeceda straha,1961,99,,7.4,87,,0,0,0,0,0,0,0
Abed,2012,50,5000,6.4,17,,0,0,0,0,0,0,1
Abel,1986,100,,7.7,1760,,0,0,1,0,0,0,0
Abel,2010,82,1000000,6.9,1166,,0,0,1,1,0,0,0
Abel Ferrara Not Guilty,2003,90,,7.3,15,,0,0,0,0,1,0,0
Abel Gance, hier et demain,1963,30,,7.2,0,,0,0,0,0,1,0
Abel Gance: The Charm of Dynamite,1968,51,,7.4,41,,0,0,0,0,1,0,0
Abel Raises Cain,2005,60,,7.5,197,,0,0,0,0,1,0,0
Abel's Field,2012,104,3500000,6.4,502,PG,0,0,0,1,0,0,0
Abel's Wheels,2009,7,2000,6.7,9,,0,0,0,0,0,0,1
Abel, twj brat,1970,90,,7.2,14.5,,0,0,0,1,0,0
Abelardo,2012,16,,9.4,97,,0,0,0,0,1,0,1
Abeltje,1998,110,,6,1139,,0,0,0,0,0,0,0
Aben Ashlishi,2015,106,,7.6,5,,0,0,0,0,1,0,0
Abendland,1999,146,,6.6,141,R,0,0,0,1,0,0,0
Abendland,2011,90,,7.1,128,,0,0,0,0,1,0,0
Abendlied,2009,22,,3.8,11,,0,0,0,1,0,0,1
Abenko gongsu gundan,1982,136,,5.3,7,,0,0,0,0,0,0,0
Abenteuer am Lido,1933,91,,6.8,5,,0,0,1,0,0,0,0
Abenteuer eines Sommers,1973,83,,4.8,5,,0,0,0,0,0,0,0
Abenteuer im Engadin,1932,87,,7.4,5,,0,0,1,0,0,0,0
Abenteuer im Grandhotel,1943,91,,6.1,13,,0,0,1,0,0,1,0
Abenteuer im Roten Meer,1951,67,,7.5,13,,0,0,0,0,1,0,0
Abenteuer im Schloss,1952,106,,4.4,10,,0,0,1,0,0,1,0
Abenteuer in Bamsdorf,1958,60,,8.3,6,,0,0,0,0,0,0,0
Abenteuer in Wien,1952,89,,6.8,21,,0,0,0,1,0,0,0
Abenteuer mit Blasius,1975,79,,5,10,,0,0,0,0,0,0,0
Abeo,2010,7,,6.9,8,,0,0,1,1,0,0,1
Abeoji,1997,113,,4.8,10,,0,0,0,0,0,0,0
Abeojineun Gaeda,2010,94,,6.3,17,,0,0,0,0,0,0,0
Aber's Only Tramp Ever,2011,20,,9.4,7,,0,0,0,1,0,0,1
Aberdeen,2000,106,6500000,7.3,2600,,0,0,0,1,0,0,0
Aberdeen University Quarter Centenary Celebrations,1906,32,,5,21,,0,0,0,0,1,0,1
Aberne og det hemmelige vben,1995,71,,6.2,122,,0,1,0,0,0,0,0
Aberraciones sexuales de una mujer casada,1981,98,,6.2,45,,0,0,0,0,0,0,0
Aberration,1997,93,,4.7,762,R,0,0,0,0,0,0,0
Aberrations,2012,77,,7.2,11,,0,0,0,0,0,0,0
Aberya,2012,108,,7.8,6,,0,0,0,1,0,0,0
Abesalom da Eteri,1967,95,,8.2,8,,0,0,0,1,0,1,0
Abezara,1956,90,,7.5,41,,0,0,1,0,0,1,0
Abgebrannt,2011,102,,6.6,65,,0,0,0,1,0,0,0
Abgefahren,2004,86,,4.5,447,,1,0,1,0,0,0,0
Abgeschminkt!,1993,55,,6.6,526,,0,0,1,0,0,1,0
Abgestempelt,2012,11,,7,30,,0,0,0,1,0,0,1
Abgezockt ist abgezockt,2007,95,,7.2,115,,0,0,1,0,0,0,0
Abhaun!,2004,10,,5.9,31,,0,0,0,0,0,0,1
Abhay,2001,146,,6.2,8,,1,0,0,0,0,0,0
Abhayam Thedi,1986,114,,7.7,31,,0,0,0,1,0,0,0
Abhijaan,1962,150,,8,702,,0,0,0,1,0,0,0
Abhilasha,1968,141,,7.5,15,,0,0,0,1,0,1,0
Abhimaan,1973,122,,8,1932,,0,0,0,1,0,0,0
Abhimaan,1977,146,,6.7,11,,0,0,0,0,0,0,0
Abhimanyu,1989,168,,4.1,16,,0,0,0,1,0,0,0
Abhimanyu,1991,140,,7.2,188,,0,0,0,1,0,0,0
Abhimanyu,2009,168,,6.8,24,,1,0,0,0,0,0,0
Abhinetri,1970,154,,6.7,39,,0,0,0,1,0,0,0
Abhiyum Naanum,2008,147,,7.6,652,,0,0,1,1,0,0,0
Abi foq al-Shagara,1969,142,,6,153,,0,0,1,1,0,1,0
Abid,1972,5,,7.5,6,,0,0,0,0,1,0,0
Abidjan,2010,33,,8.8,32,,0,0,0,0,0,0,1
Abie's Irish Rose,1928,129,,5.9,13,,0,0,1,1,0,0,0
Abie's Irish Rose,1946,96,,5.3,34,,0,0,1,1,0,1,0
Abierto da y noche,1981,90,,4.1,26,,0,0,1,0,0,0,0
Abierto de 18 a 24,1988,82,,6.2,8,,0,0,0,1,0,0,0
Abigail Harm,2012,80,,6.8,23,,0,0,0,1,0,0,0
Abigail Lesley Is Back in Town,1975,100,,5.9,280,,0,0,0,1,0,1,0
Abigail's Woods,2008,40,1500,8.3,6,,0,0,0,0,0,0,1
Abilene,1999,104,,6,117,PG,0,0,0,1,0,0,0
Abilene Town,1946,89,,6.4,535,,0,0,0,0,0,1,0
Abilene Trail,1951,54,,6.8,9,,0,0,0,0,0,0,0
Abimbowe,2008,4,,6.9,21,,0,0,1,0,0,0,1
Abingdon,2007,9,4000,4.3,12,,0,0,0,0,0,0,1
Abiogenesis,2011,5,,6.5,367,,1,1,0,0,0,0,1
Abisa a los compaeros,1980,98,,5.8,11,,0,0,0,0,0,0,0
Abismos de pasin,1953,90,,6.9,849,,0,0,0,1,0,1,0
Abissinia,1993,87,,6.2,38,,0,0,0,0,0,0,0
Abjad,2003,113,,7.3,92,,0,0,0,1,0,1,0
Ablations,2014,94,,4.8,97,,0,0,0,0,0,0,0
Ablaze,2001,97,,3.2,480,R,1,0,0,1,0,0,0
Able,2008,72,,5.3,31,,0,0,0,0,0,0,0
Able Danger,2008,86,1500000,5,110,,0,0,0,1,0,0,0
Able Edwards,2004,87,30000,5.8,122,,0,0,0,1,0,0,0
Abluka,2015,119,,7.5,1076,,0,0,0,1,0,0,0
Ablution,2002,13,,7.2,8,,0,0,0,0,0,0,1
Ablution,2012,9,,6.8,8,,0,0,1,0,0,0,1
Abmes,2003,20,,6.6,5,,0,0,0,0,0,0,1
Abner the Baseball,1961,16,,8,62,,0,1,1,0,0,0,1
Abner, the Invisible Dog,2013,90,,4.8,14.5,,0,0,1,0,0,0
Abnormal Activity,2009,3,0,5.7,15,,0,0,0,0,0,0,1
Abo So,2013,72,,6.9,7,,0,0,1,1,0,0,0
Abohomaan,2009,122,,7.3,322,,0,0,0,1,0,0,0
Abolicin de la propiedad,2012,86,,5.9,48,,0,0,0,1,0,0,0
Abolio,1988,150,,7.4,27,,0,0,0,0,1,0,0
Abolition,2011,82,,4.9,57,,0,0,0,0,0,0,0
Abols upe,1974,76,,6.5,21,,0,0,0,1,0,0,0
Abominable,2006,94,,5.1,3224,R,0,0,0,0,0,0,0
Abomination,2004,17,,8.4,16,,0,0,0,1,0,0,1
Abong: Small Home,2003,130,,6.2,6,,0,0,0,1,0,0,0
Aborigen,1987,132,,6.9,14,,0,0,0,1,0,0,0
Abortion Diaries,2005,30,,6.2,5,,0,0,0,0,1,0,1
Aborto,2013,113,500000,6.2,122,,0,0,0,1,0,0,0
Aborto criminal,1973,97,,4,21,,0,0,0,1,0,0,0
Aborto: Canta a la vida,1983,83,,4.2,8,,0,0,0,1,0,0,0
Abosheshey,2011,118,,7,117,,0,0,0,1,0,0,0
Abot kamay ang pangarap,1996,100,,6,22,,0,0,0,1,0,0,0
Abou Ben Boogie,1944,7,,7,35,,0,1,0,0,0,0,1
Aboud ala el hedoud,1999,105,,6.5,663,,0,0,1,0,0,0,0
Abouna,2002,84,,6.7,426,,0,0,0,1,0,0,0
About Adam,2000,97,,6,5621,R,0,0,1,0,0,1,0
About Alex,2014,99,,6.4,5514,R,0,0,0,1,0,0,0
About Baghdad,2004,90,500000,7.3,41,,0,0,0,0,1,0,0
About Bananas,1935,11,,4.6,22,,0,0,0,0,1,0,1
About Cherry,2012,98,2500000,4.8,7975,R,0,0,0,1,0,0,0
About Face,1942,43,,5.2,44,,0,0,1,0,0,0,1
About Face,1952,94,,5.4,103,,0,0,1,0,0,1,0
About Face: Supermodels Then and Now,2012,75,500000,6.8,392,,0,0,1,0,1,0,0
About Faces,1941,10,,4.4,5,,0,0,0,0,1,0,1
About Fallout,1955,8,,6,22,,0,1,0,0,1,0,1
About Fallout,1963,22,,5.6,17,,0,0,0,0,1,0,1
About Fifty,2011,81,,5.2,267,R,0,0,1,0,0,0,0
About Her,2014,10,5000,8,5,,0,0,0,1,0,0,1
About Last Night,2014,100,12500000,6.1,16922,R,0,0,1,0,0,1,0
About Last Night...,1986,113,,6.1,11493,,0,0,1,1,0,1,0
About Love,1999,18,,8.2,6,,0,0,0,0,0,0,1
About Love,2005,102,,6.4,872,,0,0,0,0,0,1,0
About Me: A Musical,1971,29,,5.6,13,,0,0,0,0,0,0,1
About Miracles,2013,59,,2.9,10,,0,0,0,0,1,0,0
About Mom and Dad...,2014,95,,6.8,8,,0,0,0,1,0,1,0
About Mrs. Leslie,1954,104,,7.2,395,,0,0,0,1,0,1,0
About Ndugu,2013,15,,6.3,7,,0,0,0,0,0,0,1
About Ray,2015,87,5000000,4.8,253,,0,0,1,1,0,0,0
About Schmidt,2002,125,30000000,7.2,107485,R,0,0,1,1,0,0,0
About Scout,2015,109,,6.5,247,,0,0,0,1,0,0,0
About a Boy,2002,101,30000000,7.1,143914,PG-13,0,0,1,1,0,1,0
About a Girl,2001,9,,6.9,421,,0,0,0,0,0,0,1
About a Girl,2014,104,,6.4,270,,0,0,1,1,0,0,0
About a Week,2011,11,,9.5,11,,0,0,0,1,0,0,1
About the Boy Who Ate an Oakwood Chair,2016,28,,9.4,10,,0,0,1,1,0,1,1
About the White Bus,1968,60,,8.2,5,,0,0,0,0,1,0,0
Above & Beneath,2003,4,,6.9,9,,0,0,0,0,0,0,1
Above & Beyond,2001,91,,4.7,116,,0,0,0,1,0,1,0
Above All Else,2014,95,,8.2,33,,0,0,0,1,1,0,0
Above All Else: The Everest Dream,1999,49,,6.3,6,,0,0,0,0,1,0,0
Above Freezing,1998,85,,6.2,73,,0,0,0,1,0,0,0
Above Ground,2007,4,5000,5.6,7,,0,0,0,0,0,0,1
Above It All,1969,6,,7.1,17,,0,0,0,0,1,0,1
Above Suspicion,1943,91,,6.4,1309,,0,0,0,1,0,0,0
Above Suspicion,1995,95,,6.8,1410,R,0,0,0,1,0,0,0
Above Suspicion,2000,92,,5.7,322,R,0,0,0,1,0,0,0
Above Us the Earth,1977,85,,6.8,10,,0,0,0,1,1,0,0
Above Us the Waves,1955,74,,6.6,869,,0,0,0,1,0,0,0
Above Water,2013,8,,8.7,14,,0,0,0,1,0,0,1
Above and Below,2015,118,,6.9,172,,0,0,0,1,1,0,0
Above and Beyond,1952,122,,7,795,,1,0,0,1,0,0,0
Above and Beyond,1990,90,,3.6,10,,0,0,0,0,0,0,0
Above and Beyond,2005,40,20000,8.8,5,,0,0,0,0,1,0,1
Above and Beyond,2014,90,1300000,7.8,308,,0,0,0,0,1,0,0
Above the 101,2014,15,,8.5,12,,0,0,0,1,0,0,1
Above the Clouds,1933,68,,6.4,7,,1,0,0,1,0,0,0
Above the Dust Level,2000,9,,6.6,98,,0,0,1,0,0,0,1
Above the Fold,2016,15,,7.7,34,,0,0,1,1,0,0,1
Above the Knee,2010,14,,7.8,12,,0,0,1,0,0,0,1
Above the Law,1988,99,7500000,5.9,22322,,1,0,0,0,0,0,0
Above the Rim,1994,96,3500000,6.6,10435,R,0,0,0,1,0,0,0
Above the Sea,2013,17,,8.3,20,,0,0,0,1,0,0,1
Above the Title,2011,7,4500,8,10,,1,0,1,0,0,0,1
Above the War,1989,95,,4.8,5,,1,0,1,0,0,0,0
Abr-O Aftaab,1997,90,,6.6,19,,0,0,0,0,0,0,0
Abra Cadabra,1983,84,,6.9,22,,0,1,0,0,0,0,0
Abracadabra,1970,9,,6.8,162,,0,1,0,0,0,0,1
Abracadabra,1993,78,,5.8,23,,0,0,0,0,0,0,0
Abracadabra,2009,12,50000,6.7,14,,1,0,0,1,0,0,1
Abracadabra!,2012,7,,8.1,13,,0,0,1,0,0,0,1
Abracadaver!,2008,10,,5.5,18,,0,0,0,0,0,0,1
Abraham,2004,15,30000,6.9,9,,0,0,0,1,0,0,1
Abraham,2010,14,,5.2,5,,0,0,0,1,0,0,1
Abraham Lincoln,1930,96,,5.8,1030,,0,0,0,1,0,0,0
Abraham Lincoln: Vampire Hunter,2012,105,69000000,5.9,128507,R,1,0,0,0,0,0,0
Abraham Obama,2009,55,10000,6.1,12,,0,0,0,0,1,0,0
Abraham's Boys,2009,16,14000,6.6,31,,0,0,0,0,0,0,1
Abraham: The Friend of God,2008,99,,5.8,12,,0,0,0,1,0,0,0
Abrahams Gold,1990,95,,7.7,63,,0,0,0,1,0,0,0
Abram's Hand,2011,90,,5.6,16,,0,0,0,0,0,0,0
Abrao do Vento,2005,3,,6,21,,0,1,0,0,0,0,1
